departamento;municipio;circuito;establecimiento;mesa;electores;paso_saenz;paso_fdt_leavy;paso_fdt_isa;paso_olmedo;paso_fit_villegas;paso_fit_gil;paso_fit_lopez;paso_fernandez;grales_saenz;grales_fdt_leavy;grales_olmedo;grales_fit_lopez;grales_fernandez
RIVADAVIA;SANTA VICTORIA ESTE;29I;ESCUELA Nº 4216 OLOF FABIAN SEVERIN JONSSON;2779;282;35;113;30;2;1;1;2;0;29;174;7;1;3
RIVADAVIA;SANTA VICTORIA ESTE;29I;ESCUELA Nº 4216 OLOF FABIAN SEVERIN JONSSON;2780;283;19;133;8;4;1;3;2;7;50;161;4;1;8
RIVADAVIA;SANTA VICTORIA ESTE;29I;ESCUELA Nº 4216 OLOF FABIAN SEVERIN JONSSON;2781;284;30;107;18;3;3;2;2;9;45;150;1;1;3
RIVADAVIA;SANTA VICTORIA ESTE;29I;ESCUELA Nº 4216 OLOF FABIAN SEVERIN JONSSON;2782;286;22;137;27;1;3;0;1;5;57;168;3;1;4
ORAN;S. RAMON DE LA NUEVA ORAN;30A;ESCUELA Nº 4186 CABO JUAN ADOLFO ROMERO;2783;269;15;17;9;3;1;0;0;6;18;11;3;0;4
ORAN;S. RAMON DE LA NUEVA ORAN;30A;ESCUELA Nº 4186 CABO JUAN ADOLFO ROMERO;2784;269;12;17;13;10;2;2;1;3;18;14;8;3;4
ORAN;S. RAMON DE LA NUEVA ORAN;30A;ESCUELA Nº 4186 CABO JUAN ADOLFO ROMERO;2785;269;15;23;8;5;0;1;2;4;28;19;5;0;5
ORAN;S. RAMON DE LA NUEVA ORAN;30A;ESCUELA Nº 4186 CABO JUAN ADOLFO ROMERO;2786;274;12;18;13;11;1;0;0;14;19;11;11;0;13
ORAN;AGUAS BLANCAS;30B;COLEGIO SECUNDARIO Nº 5059;2787;327;23;94;13;7;1;2;1;0;47;71;6;0;3
ORAN;AGUAS BLANCAS;30B;COLEGIO SECUNDARIO Nº 5059;2788;328;46;84;6;6;0;0;1;4;63;59;2;1;4
ORAN;AGUAS BLANCAS;30B;COLEGIO SECUNDARIO Nº 5059;2789;327;28;108;7;4;0;2;1;5;55;77;2;1;3
ORAN;AGUAS BLANCAS;30B;COLEGIO SECUNDARIO Nº 5059;2790;327;29;96;8;2;0;0;0;1;55;64;3;1;0
ORAN;AGUAS BLANCAS;30B;COLEGIO SECUNDARIO Nº 5059;2791;327;31;91;7;3;0;1;0;6;59;63;4;0;1
ORAN;AGUAS BLANCAS;30B;COLEGIO SECUNDARIO Nº 5059;2792;325;35;90;14;9;0;1;1;1;59;68;7;1;4
ORAN;AGUAS BLANCAS;30B;COLEGIO SECUNDARIO Nº 5059;2793;332;38;82;4;3;2;1;0;2;43;63;3;2;3
ORAN;AGUAS BLANCAS;30B;ESCUELA Nº 4094 LIBERTADOR GRAL. SAN MARTIN;2794;326;37;82;13;1;1;1;2;2;42;74;0;2;1
ORAN;AGUAS BLANCAS;30B;ESCUELA Nº 4094 LIBERTADOR GRAL. SAN MARTIN;2795;327;27;93;10;3;1;0;2;7;51;73;1;1;2
ORAN;AGUAS BLANCAS;30B;ESCUELA Nº 4094 LIBERTADOR GRAL. SAN MARTIN;2796;327;23;101;6;8;0;0;1;2;39;84;5;3;3
ORAN;AGUAS BLANCAS;30B;ESCUELA Nº 4094 LIBERTADOR GRAL. SAN MARTIN;2797;327;34;101;8;12;1;2;0;6;66;69;3;2;4
ORAN;AGUAS BLANCAS;30B;ESCUELA Nº 4094 LIBERTADOR GRAL. SAN MARTIN;2798;327;20;92;11;6;2;0;2;1;51;71;1;2;2
ORAN;AGUAS BLANCAS;30B;ESCUELA Nº 4094 LIBERTADOR GRAL. SAN MARTIN;2799;327;26;115;4;6;1;3;2;3;45;87;4;0;3
ORAN;AGUAS BLANCAS;30B;ESCUELA Nº 4094 LIBERTADOR GRAL. SAN MARTIN;2800;329;29;105;11;9;1;0;1;3;58;74;4;0;4
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3104 LANZA COLOMBRES;2801;350;90;46;24;46;3;2;2;4;107;41;38;4;5
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3104 LANZA COLOMBRES;2802;348;75;34;20;63;1;3;2;4;104;39;36;5;8
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3104 LANZA COLOMBRES;2803;349;83;50;23;40;0;4;4;8;106;47;31;6;9
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3104 LANZA COLOMBRES;2804;350;84;44;19;48;1;1;2;8;120;40;38;3;6
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3104 LANZA COLOMBRES;2805;349;89;56;14;57;1;0;5;4;113;62;49;5;5
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3104 LANZA COLOMBRES;2806;349;62;48;24;44;3;6;8;8;91;57;37;9;5
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3104 LANZA COLOMBRES;2807;350;68;61;13;60;4;4;4;4;111;46;38;7;11
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3104 LANZA COLOMBRES;2808;350;78;42;28;44;2;7;2;9;112;49;26;4;7
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3104 LANZA COLOMBRES;2809;348;81;48;22;59;1;3;4;3;109;51;38;4;10
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3104 LANZA COLOMBRES;2810;350;77;43;18;56;3;5;4;7;103;56;42;9;6
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3104 LANZA COLOMBRES;2811;351;69;61;31;49;2;2;2;7;106;64;36;2;6
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3104 LANZA COLOMBRES;2812;355;81;44;13;67;0;5;2;1;90;48;51;6;3
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3134;2813;350;92;37;17;57;2;1;3;6;118;45;28;1;3
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3134;2814;350;92;39;13;70;1;3;1;7;117;44;49;4;3
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3134;2815;349;83;47;21;47;3;6;7;9;94;52;39;4;15
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3134;2816;349;91;47;18;58;1;3;6;3;120;51;46;3;5
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3134;2817;350;64;49;22;51;1;5;7;5;103;54;36;4;7
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3134;2818;349;73;58;17;46;3;14;5;3;99;48;28;14;11
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3134;2819;350;87;36;10;60;0;4;5;9;117;31;46;3;7
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3134;2820;350;81;57;12;41;2;5;3;7;112;48;30;5;12
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3134;2821;349;94;57;10;49;1;1;3;4;113;51;42;2;7
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3134;2822;350;93;50;14;46;1;5;1;6;113;44;35;4;8
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3134;2823;350;84;51;13;57;3;6;1;6;118;45;36;6;6
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3134;2824;350;79;58;16;45;0;3;4;8;111;56;39;6;9
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3134;2825;350;95;46;15;47;3;2;1;3;113;44;37;3;6
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3134;2826;349;75;64;22;56;2;1;4;5;109;67;41;2;10
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3134;2827;350;84;53;15;42;4;8;3;7;107;61;35;4;11
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3134;2828;349;74;41;21;54;1;7;7;6;117;43;43;13;6
ORAN;S. RAMON DE LA NUEVA ORAN;31A;E.E.T. Nº 3134;2829;355;97;43;12;59;1;3;2;9;107;42;40;8;9
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2830;350;85;49;15;39;0;3;2;7;118;53;34;4;6
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2831;348;74;53;16;48;3;4;5;9;98;63;43;4;8
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2832;349;70;55;14;43;3;3;4;8;97;44;32;12;12
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2833;349;93;41;19;58;3;5;1;7;111;41;50;6;8
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2834;349;63;56;18;51;0;6;3;8;89;53;39;9;14
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2835;349;86;44;18;60;1;5;1;4;111;47;37;0;8
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2836;350;84;45;18;50;0;4;3;9;118;45;30;1;13
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2837;350;97;54;18;46;1;2;5;10;134;42;22;7;8
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2838;351;94;52;16;54;1;3;5;8;106;51;41;3;10
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2839;349;73;47;23;56;3;3;0;10;97;57;50;5;7
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2840;349;84;48;15;53;5;4;3;5;115;46;35;5;14
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2841;350;77;61;16;54;2;4;1;8;112;50;35;5;4
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2842;350;90;37;18;64;3;3;2;8;112;54;39;6;8
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2843;350;78;53;17;66;2;4;0;2;116;48;39;6;7
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2844;350;87;48;19;56;2;4;2;7;116;42;41;3;11
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2845;348;67;51;17;58;0;6;0;14;91;51;43;7;9
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2846;350;82;51;23;41;3;3;4;6;97;53;39;2;8
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2847;349;92;47;25;44;2;5;4;6;133;47;25;5;8
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA DE COMERCIO Nº 5091 PROF. JULIO CORTES;2848;357;82;48;20;48;2;3;2;6;114;43;34;3;4
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2849;349;87;52;15;40;2;2;2;7;126;47;26;5;8
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2850;350;79;56;19;49;2;6;4;9;110;65;33;4;4
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2851;350;69;43;25;47;5;6;7;11;107;55;27;2;14
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2852;350;68;66;18;58;2;7;6;9;117;65;45;3;8
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2853;350;81;51;14;60;0;5;4;7;113;57;43;7;8
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2854;349;65;49;13;56;1;1;6;12;94;55;27;4;10
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2855;350;78;62;20;54;2;2;3;4;105;58;44;6;8
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2856;349;79;49;16;67;0;4;8;6;98;53;49;9;4
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2857;350;83;61;16;50;3;7;2;8;93;57;41;6;5
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2858;349;85;54;13;46;3;4;1;8;123;49;32;3;11
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4089 GRAL. PIZARRO;2859;356;91;49;19;49;0;6;3;6;128;56;24;6;5
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA N° 4292 BERTA BLANCA CEREZO DE MAMANI;2860;349;87;54;22;45;1;1;7;11;110;50;28;6;11
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA N° 4292 BERTA BLANCA CEREZO DE MAMANI;2861;349;94;45;22;47;0;7;2;9;113;63;47;5;5
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA N° 4292 BERTA BLANCA CEREZO DE MAMANI;2862;349;85;52;16;47;1;1;3;5;106;54;28;4;11
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA N° 4292 BERTA BLANCA CEREZO DE MAMANI;2863;348;78;48;18;46;0;1;2;2;126;50;31;2;5
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA N° 4292 BERTA BLANCA CEREZO DE MAMANI;2864;347;78;59;13;49;0;2;0;3;104;54;41;4;4
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA N° 4292 BERTA BLANCA CEREZO DE MAMANI;2865;350;71;57;17;57;0;8;3;8;100;61;46;5;5
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA N° 4292 BERTA BLANCA CEREZO DE MAMANI;2866;349;81;52;20;35;1;2;4;4;85;57;38;4;6
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA N° 4292 BERTA BLANCA CEREZO DE MAMANI;2867;350;71;58;25;59;3;2;3;11;99;62;41;5;9
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4145 DR. ROBUSTIANO PATRON COSTAS;2868;349;80;58;15;58;1;5;5;6;95;59;36;9;10
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4145 DR. ROBUSTIANO PATRON COSTAS;2869;348;88;65;18;41;4;4;6;5;114;59;32;6;12
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4145 DR. ROBUSTIANO PATRON COSTAS;2870;348;82;64;26;55;2;1;2;9;100;75;35;5;7
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4145 DR. ROBUSTIANO PATRON COSTAS;2871;349;77;66;20;63;2;2;3;3;97;71;38;2;5
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4145 DR. ROBUSTIANO PATRON COSTAS;2872;349;90;60;8;60;1;3;3;6;115;55;44;2;9
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4145 DR. ROBUSTIANO PATRON COSTAS;2873;349;84;63;18;48;4;8;4;8;124;63;26;11;6
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4145 DR. ROBUSTIANO PATRON COSTAS;2874;348;75;50;18;53;2;5;1;9;92;50;46;6;4
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4145 DR. ROBUSTIANO PATRON COSTAS;2875;346;82;42;25;50;1;7;2;5;102;56;32;3;5
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4145 DR. ROBUSTIANO PATRON COSTAS;2876;349;77;65;14;50;1;6;2;6;108;58;32;6;9
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4145 DR. ROBUSTIANO PATRON COSTAS;2877;347;71;65;15;40;1;8;3;11;109;60;31;6;9
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4145 DR. ROBUSTIANO PATRON COSTAS;2878;349;86;45;19;39;4;3;6;4;99;57;30;8;5
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4145 DR. ROBUSTIANO PATRON COSTAS;2879;354;66;58;24;64;1;3;7;7;108;64;24;3;10
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2880;346;82;41;23;54;3;3;3;3;103;45;33;3;11
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2881;348;85;59;21;34;3;7;4;2;110;48;28;3;11
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2882;348;74;57;21;52;5;5;3;6;108;61;36;6;7
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2883;349;64;84;21;37;3;4;2;10;96;77;35;5;7
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2884;348;87;55;17;49;0;1;1;4;116;51;36;3;9
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2885;349;84;61;24;43;0;5;5;1;105;56;28;3;8
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2886;347;85;62;14;52;1;2;3;4;110;55;35;3;10
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2887;349;67;58;20;45;2;7;2;7;90;56;33;4;9
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2888;348;68;53;25;47;1;5;4;9;97;54;29;5;6
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2889;349;91;66;26;42;4;2;4;7;113;72;30;3;9
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2890;347;76;59;22;48;5;3;4;8;98;64;29;4;13
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2891;349;80;58;13;47;3;3;4;8;109;46;29;5;11
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2892;350;91;48;13;43;1;5;5;3;109;35;28;0;5
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2893;348;60;45;21;49;4;3;5;11;98;56;34;5;9
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4275 OSVALDO BURELA;2894;354;74;73;17;51;1;7;2;12;91;71;38;5;9
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4763 HUGO ALBERTO LUNA;2895;349;79;50;14;57;0;7;2;4;115;52;32;3;9
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4763 HUGO ALBERTO LUNA;2896;349;64;54;16;65;2;5;2;6;116;62;33;3;3
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4763 HUGO ALBERTO LUNA;2897;348;94;46;10;58;4;2;2;12;118;63;40;6;6
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4763 HUGO ALBERTO LUNA;2898;348;73;48;23;67;2;4;3;8;107;52;49;4;7
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4763 HUGO ALBERTO LUNA;2899;349;99;41;12;55;2;4;2;12;115;48;36;5;7
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4763 HUGO ALBERTO LUNA;2900;347;82;50;26;51;0;5;1;8;105;60;27;3;9
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4763 HUGO ALBERTO LUNA;2901;347;102;36;14;51;2;3;4;4;119;34;35;4;7
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4763 HUGO ALBERTO LUNA;2902;349;99;45;17;50;2;3;5;0;118;48;28;5;4
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4763 HUGO ALBERTO LUNA;2903;348;80;48;18;53;0;2;3;6;110;44;29;4;10
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4763 HUGO ALBERTO LUNA;2904;348;77;59;19;41;3;2;1;4;120;57;32;3;9
ORAN;S. RAMON DE LA NUEVA ORAN;31A;ESCUELA Nº 4763 HUGO ALBERTO LUNA;2905;354;79;41;18;59;1;6;5;6;120;53;33;6;4
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5089;2906;348;82;56;14;59;1;7;0;4;98;55;46;7;7
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5089;2907;348;71;44;18;55;0;3;4;10;111;46;36;4;8
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5089;2908;348;73;43;22;42;5;5;1;8;93;47;38;5;10
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5089;2909;348;74;51;17;63;3;5;9;5;98;56;44;7;7
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5089;2910;348;84;45;11;55;0;4;2;6;109;45;36;4;4
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5089;2911;348;74;58;18;63;3;4;1;4;92;43;45;9;7
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5089;2912;348;75;53;19;50;3;5;2;5;95;50;43;7;9
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5089;2913;347;61;66;18;53;2;7;2;5;86;56;36;9;5
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5089;2914;348;83;48;13;49;3;7;1;3;106;45;37;5;9
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5089;2915;348;68;39;26;59;1;1;0;4;102;44;37;4;5
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5089;2916;348;69;57;15;59;3;2;1;11;102;44;35;5;5
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5089;2917;348;80;49;31;56;3;2;3;5;118;54;36;5;4
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5089;2918;347;66;52;31;52;0;2;6;7;90;56;43;5;8
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5089;2919;351;64;41;23;54;1;3;5;5;102;38;44;6;6
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5175 MACACHA GÜEMES;2920;347;79;52;29;45;3;0;2;2;109;41;33;2;4
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5175 MACACHA GÜEMES;2921;348;69;55;17;44;0;3;6;6;110;38;35;10;8
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5175 MACACHA GÜEMES;2922;347;67;42;20;62;3;2;3;6;97;46;43;6;8
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5175 MACACHA GÜEMES;2923;348;76;37;17;63;0;3;5;5;119;44;46;2;6
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5175 MACACHA GÜEMES;2924;346;63;59;21;42;2;0;1;4;87;44;29;3;7
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5175 MACACHA GÜEMES;2925;348;82;43;22;56;2;3;2;1;100;44;39;2;5
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5175 MACACHA GÜEMES;2926;347;78;60;17;61;1;2;4;4;94;52;42;2;9
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5175 MACACHA GÜEMES;2927;347;77;48;20;58;4;5;3;4;110;44;33;5;6
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5175 MACACHA GÜEMES;2928;345;74;52;19;56;0;2;3;9;92;56;42;5;6
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5175 MACACHA GÜEMES;2929;345;73;49;18;62;1;5;1;6;106;51;43;5;6
ORAN;S. RAMON DE LA NUEVA ORAN;31B;COLEGIO SECUNDARIO Nº 5175 MACACHA GÜEMES;2930;352;82;51;14;35;1;6;4;5;95;50;26;10;12
ORAN;S. RAMON DE LA NUEVA ORAN;31B;ESCUELA Nº 4139 OSVALDO POS;2931;348;74;50;23;44;2;3;4;7;93;53;37;8;12
ORAN;S. RAMON DE LA NUEVA ORAN;31B;ESCUELA Nº 4139 OSVALDO POS;2932;346;69;49;20;55;1;4;1;4;112;57;27;6;3
ORAN;S. RAMON DE LA NUEVA ORAN;31B;ESCUELA Nº 4139 OSVALDO POS;2933;348;79;45;19;49;1;8;5;3;108;46;44;4;5
ORAN;S. RAMON DE LA NUEVA ORAN;31B;ESCUELA Nº 4139 OSVALDO POS;2934;347;82;48;20;51;1;2;2;11;117;33;35;5;7
ORAN;S. RAMON DE LA NUEVA ORAN;31B;ESCUELA Nº 4139 OSVALDO POS;2935;346;90;42;17;47;3;4;4;9;118;47;35;1;7
ORAN;S. RAMON DE LA NUEVA ORAN;31B;ESCUELA Nº 4139 OSVALDO POS;2936;348;77;45;15;54;2;5;2;11;97;54;38;3;8
ORAN;S. RAMON DE LA NUEVA ORAN;31B;ESCUELA Nº 4139 OSVALDO POS;2937;348;79;48;12;46;3;3;3;4;101;42;37;6;5
ORAN;S. RAMON DE LA NUEVA ORAN;31B;ESCUELA Nº 4139 OSVALDO POS;2938;348;82;52;12;40;1;2;5;8;101;48;32;6;6
ORAN;S. RAMON DE LA NUEVA ORAN;31B;ESCUELA Nº 4139 OSVALDO POS;2939;348;71;64;21;46;3;3;4;8;103;62;32;3;2
ORAN;S. RAMON DE LA NUEVA ORAN;31B;ESCUELA Nº 4139 OSVALDO POS;2940;348;83;66;14;40;3;5;2;6;105;57;34;6;9
ORAN;S. RAMON DE LA NUEVA ORAN;31B;ESCUELA Nº 4139 OSVALDO POS;2941;349;63;70;17;47;1;5;4;6;97;67;37;7;8
